"","asignacion","ids_twitter"
"936","naim_bro",1002305489789751296
"937","naim_bro",144275846
"938","naim_bro",31950817
"939","naim_bro",1010724580682543104
"940","naim_bro",157773064
"941","naim_bro",1016691110184472576
"942","naim_bro",1079489464563613696
"943","naim_bro",442149178
"944","naim_bro",1085932880717668352
"945","naim_bro",361649908
"946","naim_bro",1057785914540339200
"947","naim_bro",1158524841894522880
"948","naim_bro",278161123
"949","naim_bro",216065430
"950","naim_bro",1235613989981294592
"951","naim_bro",113636246
"952","naim_bro",1353564784579510272
"953","naim_bro",23550426
"954","naim_bro",1689586980
"955","naim_bro",55652318
"956","naim_bro",111021226
"957","naim_bro",4076656275
"958","naim_bro",1284135908162371584
"959","naim_bro",314956704
"960","naim_bro",122060155
"961","naim_bro",256251251
"962","naim_bro",148852252
"963","naim_bro",940342326
"964","naim_bro",121264589
"965","naim_bro",87802131
"966","naim_bro",267206463
"967","naim_bro",592292215
"968","naim_bro",592490041
"969","naim_bro",1352364931191078912
"970","naim_bro",540030324
